"CCODE" "COUNTRY" "YEAR" "RENT" "NETOIL" "INCOME" "INCOMENO" "REGIONPO" "REGIONFH" "MUSLIM" "DEMSCORE" "POLITY" "POPULATI" "ELF85D" "ELF85G" "CATHOLIC" "PROTESTA" "ECONFREE" "GDPPC" "GDPPP" "TRADE" "GEO"
"748" 200 "United Kingdom" 1997 NA 0.005 9.587269 14578 10.6 10.04444 0.018 11 12 17.8932 0.389 0.389 0.097 0.09 2 22335.81 24438.11 57.39491 "Europe"
"749" 200 "United Kingdom" 1998 NA 0.003 9.609183 14901 10.70769 10.08889 0.018 11 12 17.89736 0.389 0.389 0.097 0.09 1.9 22977.18 24901.5 54.64282 "Europe"
"750" 200 "United Kingdom" 1999 NA 0.004 9.625954 15153 10.72308 10.13333 0.018 11 12 17.9015 0.389 0.389 0.097 0.09 1.86 23578.74 25952.89 54.64161 "Europe"
"751" 2 "United States" 1995 0 0 9.849929 18957 NA NA 0.014 12 12 19.39449 0.575 0.575 0.222 0.237 2.04 29941.64 30165.8 23.3687 "Northern America"
"752" 2 "United States" 1996 0 0 9.872307 19386 10.72308 10.02222 0.014 12 12 19.40716 0.575 0.575 0.222 0.237 1.99 30703.73 30891.26 23.61929 "Northern America"
"753" 2 "United States" 1997 0 0 9.903237 19995 10.6 10.02222 0.014 12 12 19.41963 0.575 0.575 0.222 0.237 1.93 31716.04 31814.23 24.38764 "Northern America"
"754" 2 "United States" 1998 0 0 9.933678 20613 10.70769 10.06667 0.014 12 12 19.4319 0.575 0.575 0.222 0.237 1.94 32671.27 32488.53 23.82858 "Northern America"
"755" 2 "United States" 1999 0 0 9.956981 21099 10.72308 10.11111 0.014 12 12 19.44396 0.575 0.575 0.222 0.237 1.94 33748.21 33445.79 24.33649 "Northern America"
"756" 165 "Uruguay" 1995 0 0 8.613594 5506 NA NA 0 10 12 14.98427 0.375 0.375 0.781 0.031 3.03 5785.624 8228.456 38.09768 "Latin America"
"757" 165 "Uruguay" 1996 0 0 8.660427 5770 9.818184 8.4375 0 11 12 14.9917 0.375 0.375 0.781 0.031 2.85 6062.861 8606.177 39.52843 "Latin America"
"758" 165 "Uruguay" 1997 0 0 8.700848 6008 10.03636 8.75 0 11 12 14.99877 0.375 0.375 0.781 0.031 2.65 6321.016 8975.815 41.08683 "Latin America"
"759" 165 "Uruguay" 1998 0 0 8.738575 6239 10.06364 8.75 0 11 12 15.00609 0.375 0.375 0.781 0.031 2.59 6558.022 9305.973 40.43804 "Latin America"
"760" 165 "Uruguay" 1999 0 0 8.698681 5995 10.06364 8.8125 0 11 11.4 15.01336 0.375 0.375 0.781 0.031 2.6 6323.433 8982.388 37.32598 "Latin America"
"761" 704 "Uzbekistan" 1995 NA NA NA NA NA NA 0.715 0 0.6 16.93744 0.478 0.478 0.002 0.002 NA 496.984 1335.311 55.99798 "Asia"
"762" 704 "Uzbekistan" 1996 NA NA NA NA 4.971428 3.142857 0.715 1 0.6 16.95664 0.478 0.478 0.002 0.002 NA 496.7309 1338.223 61.86253 "Asia"
"763" 704 "Uzbekistan" 1997 NA NA NA NA 3.942858 3.285714 0.715 1 0.6 16.97519 0.478 0.478 0.002 0.002 NA 514.4424 1395.246 57.0446 "Asia"
"764" 704 "Uzbekistan" 1998 NA NA NA NA 4.028572 3.857143 0.715 1 0.6 16.99272 0.478 0.478 0.002 0.002 4.63 528.8378 1426.88 45.2933 "Asia"
"765" 704 "Uzbekistan" 1999 NA NA NA NA 5.314285 3.714286 0.715 1 0.6 17.01035 0.478 0.478 0.002 0.002 4.59 543.8618 1472.009 36.55481 "Asia"
"766" 101 "Venezuela" 1995 0.474 0.181 8.816557 6745 NA NA 0.003 8 10.8 16.89944 0.524 0.524 0.94 0.02 3.23 5119.603 6127.531 48.92315 "Latin America"
"767" 101 "Venezuela" 1996 0.594 0.263 8.79346 6591 9.87273 8.5 0.003 9 10.8 16.92059 0.524 0.524 0.94 0.02 3.58 5005.25 5986.525 57.8414 "Latin America"
"768" 101 "Venezuela" 1997 0.573 0.187 8.834628 6868 10.09091 8.8125 0.003 9 10.8 16.94126 0.524 0.524 0.94 0.02 3.53 5218.154 6267.218 51.24504 "Latin America"
"769" 101 "Venezuela" 1998 NA 0.126 8.81329 6723 10.11818 8.8125 0.003 9 10.8 16.96147 0.524 0.524 0.94 0.02 3.48 5132.016 6153.747 43.59939 "Latin America"
"770" 101 "Venezuela" 1999 NA 0.155 8.71899 6118 10.11818 8.875 0.003 6 10.2 16.98128 0.524 0.524 0.94 0.02 3.43 4733.818 5601.873 42.07023 "Latin America"
"771" 818 "Vietnam" 1995 NA NA NA NA NA NA 0.008 0 1.8 18.1057 0.231 0.231 0.063 0.007 4.6 305.2409 1540.545 74.72127 "Asia"
"772" 818 "Vietnam" 1996 NA NA NA NA 6.96 4.75 0.008 0 1.8 18.12362 0.231 0.231 0.063 0.007 4.5 327.8211 1665.511 92.70575 "Asia"
"773" 818 "Vietnam" 1997 NA NA NA NA 7.039998 5.125 0.008 0 1.8 18.13911 0.231 0.231 0.063 0.007 4.46 349.0952 1779.136 94.34448 "Asia"
"774" 818 "Vietnam" 1998 NA NA NA NA 6.760002 5 0.008 0 1.8 18.15306 0.231 0.231 0.063 0.007 4.33 364.104 1855.633 97.00125 "Asia"
"775" 818 "Vietnam" 1999 NA NA NA NA 7.240002 5.3125 0.008 0 1.8 18.16598 0.231 0.231 0.063 0.007 4.48 376.588 1907.903 102.7874 "Asia"
"776" 679 "Yemen" 1995 0.477 0.431 7.409742 1652 NA NA 0.989 3 4.8 16.54009 0.017 0.017 0 0 3.74 474.2805 760.1208 108.7617 "Asia"
"777" 679 "Yemen" 1996 0.699 NA 7.410347 1653 2.505883 2.055556 0.989 3 4.8 16.56868 0.017 0.017 0 0 3.83 484.5681 757.0995 91.42514 "Asia"
"778" 679 "Yemen" 1997 0.674 NA 7.459915 1737 2.505883 2.055556 0.989 3 4.8 16.59678 0.017 0.017 0 0 3.9 505.7062 770.4372 80.2336 "Asia"
"779" 679 "Yemen" 1998 0.523 0.199 7.483244 1778 2.788235 2.111111 0.989 3 4.8 16.62488 0.017 0.017 0 0 4.15 521.6952 746.6819 73.77937 "Asia"
"780" 679 "Yemen" 1999 0.623 NA 7.493874 1797 2.752941 2.166667 0.989 3 4.8 16.65152 0.017 0.017 0 0 4.14 519.7485 772.561 73.67372 "Asia"
"781" 347 "Yugoslavia" 1995 NA NA NA NA NA NA 0.162 2 1.8 16.17183 NA NA 0.051 0.009 NA NA NA NA "Europe"
"782" 347 "Yugoslavia" 1996 NA NA NA NA 10.98461 10.24444 0.162 2 1.8 16.17391 NA NA 0.051 0.009 NA NA NA NA "Europe"
"783" 347 "Yugoslavia" 1997 NA NA NA NA 10.86154 10.24444 0.162 2 2.4 16.17674 NA NA 0.051 0.009 NA NA NA NA "Europe"
"784" 347 "Yugoslavia" 1998 NA NA NA NA 10.95385 10.28889 0.162 2 2.4 16.17787 NA NA 0.051 0.009 NA NA NA NA "Europe"
"785" 347 "Yugoslavia" 1999 NA NA NA NA 10.96923 10.33333 0.162 4 2.4 16.17787 NA NA 0.051 0.009 NA NA NA NA "Europe"
"786" 551 "Zambia" 1995 0.03 0 6.368187 583 NA NA 0.011 7 9.6 16.01051 0.807 0.807 0.325 0.268 3.15 295.0394 771.8336 75.78264 "Africa"
"787" 551 "Zambia" 1996 0.03 NA 6.40688 606 6.016218 4.913043 0.011 5 6.6 16.03628 0.807 0.807 0.325 0.268 3.08 307.9482 799.7619 70.20142 "Africa"
"788" 551 "Zambia" 1997 NA NA 6.415097 611 6.09231 4.978261 0.011 5 6.6 16.06081 0.807 0.807 0.325 0.268 2.88 310.6462 797.8292 65.43909 "Africa"
"789" 551 "Zambia" 1998 NA NA 6.37332 586 5.865 4.891304 0.011 5 6.6 16.0841 0.807 0.807 0.325 0.268 2.99 297.9773 776.7399 65.89359 "Africa"
"790" 551 "Zambia" 1999 NA NA 6.375025 587 5.821622 5.23913 0.011 5 6.6 16.10615 0.807 0.807 0.325 0.268 2.96 298.0732 763.4226 63.48587 "Africa"
"791" 552 "Zimbabwe" 1995 0 0 7.069024 1175 NA NA 0.008 4 2.4 16.21441 0.472 0.472 0.092 0.127 4.09 604.7699 2602.508 79.15679 "Africa"
"792" 552 "Zimbabwe" 1996 0 0 7.144407 1267 6.21081 4.978261 0.008 4 2.4 16.23518 0.472 0.472 0.092 0.127 3.79 656.7437 2793.692 72.06962 "Africa"
"793" 552 "Zimbabwe" 1997 0 0 7.152269 1277 6.199998 5 0.008 4 2.4 16.2551 0.472 0.472 0.092 0.127 3.69 664.7686 2870.753 82.20507 "Africa"
"794" 552 "Zimbabwe" 1998 0 NA 7.16935 1299 5.97 4.913043 0.008 4 2.4 16.27416 0.472 0.472 0.092 0.127 4.16 675.3921 2963.462 88.51405 "Africa"
"795" 552 "Zimbabwe" 1999 0 0 7.152269 1277 5.935134 5.26087 0.008 3 2.4 16.29236 0.472 0.472 0.092 0.127 3.89 643.9637 2759.402 91.15237 "Africa"
