"CCODE" "COUNTRY" "YEAR" "RENT" "NETOIL" "INCOME" "INCOMENO" "REGIONPO" "REGIONFH" "MUSLIM" "DEMSCORE" "POLITY" "POPULATI" "ELF85D" "ELF85G" "CATHOLIC" "PROTESTA" "ECONFREE" "GDPPC" "GDPPP" "TRADE" "GEO"
"295" 90 "Guatemala" 1999 0 0 7.81561 2479 10.11818 8.9375 0 7 9.6 16.22141 0.758 0.51 0.84 0.121 2.94 1706.524 3922.09 46.36051 "Latin America"
"296" 438 "Guinea" 1995 0.202 NA 6.656726 778 NA NA 0.669 3 5.4 15.70122 0.751 0.731 0.015 0.008 3.29 337.1264 1801.237 45.28524 "Africa"
"297" 438 "Guinea" 1996 0.205 0 6.677083 794 6.129732 5 0.669 3 5.4 15.72603 0.751 0.731 0.015 0.008 3.13 342.9131 1834.939 43.3141 "Africa"
"298" 438 "Guinea" 1997 0.204 0 6.699501 812 6.123078 5.021739 0.669 3 5.4 15.75015 0.751 0.731 0.015 0.008 3.39 351.5615 1896.987 42.96447 "Africa"
"299" 438 "Guinea" 1998 0.202 NA 6.72022 829 5.895 4.934783 0.669 3 5.4 15.77365 0.751 0.731 0.015 0.008 3.16 360.7217 1953.091 46.64156 "Africa"
"300" 438 "Guinea" 1999 NA NA 6.729824 837 5.854054 5.282609 0.669 3 5.4 15.79658 0.751 0.731 0.015 0.008 3.19 369.732 1978.074 48.61734 "Africa"
"301" 404 "Guinea-Bissau" 1995 0.165 NA 6.476973 650 NA NA 0.381 7 9 13.89801 0.784 0.783 0.115 0.007 NA 182.9299 920.3633 46.81043 "Africa"
"302" 404 "Guinea-Bissau" 1996 0.236 NA 6.498282 664 6.03243 4.913043 0.381 7 9 13.9216 0.784 0.783 0.115 0.007 NA 198.3779 995.7559 42.36017 "Africa"
"303" 404 "Guinea-Bissau" 1997 0.205 NA 6.529419 685 6.030768 4.934783 0.381 7 9 13.94396 0.784 0.783 0.115 0.007 NA 205.5641 1016.498 60.8999 "Africa"
"304" 404 "Guinea-Bissau" 1998 0.076 NA 6.177944 482 5.805 4.847826 0.381 6 NA 13.96508 0.784 0.783 0.115 0.007 NA 143.8892 721.8727 50.28654 "Africa"
"305" 404 "Guinea-Bissau" 1999 0.28 NA 6.232448 509 NA 5.217391 0.381 6 NA 13.98497 0.784 0.783 0.115 0.007 4.5 150.9515 753.5965 67.67765 "Africa"
"306" 110 "Guyana" 1995 0 NA 7.297091 1476 NA NA 0.081 10 9.6 13.62918 0.57 0.569 0.111 0.186 3.7 850.3234 3672.425 213.3272 "Latin America"
"307" 110 "Guyana" 1996 0 NA 7.36518 1580 9.92727 8.4375 0.081 10 9.6 13.6371 0.57 0.569 0.111 0.186 3.38 914.7079 3909.86 211.3375 "Latin America"
"308" 110 "Guyana" 1997 0 NA 7.417581 1665 10.14545 8.78125 0.081 10 9.6 13.64468 0.57 0.569 0.111 0.186 3.4 968.6329 4249.337 209.1347 "Latin America"
"309" 110 "Guyana" 1998 0 NA 7.393263 1625 10.17273 8.78125 0.081 10 9.6 13.65219 0.57 0.569 0.111 0.186 3.55 949.0303 4142.548 203.8432 "Latin America"
"310" 110 "Guyana" 1999 NA NA 7.415175 1661 10.17273 8.84375 0.081 10 9.6 13.65993 0.57 0.569 0.111 0.186 3.3 974.13 4079.5 205.9983 "Latin America"
"311" 41 "Haiti" 1995 0 NA 6.434546 623 NA NA 0 4 10.2 15.78514 0.011 0.011 0.798 0.163 4.79 441.8352 1706.54 35.38107 "Latin America"
"312" 41 "Haiti" 1996 0 NA 6.439351 626 9.9 8.625 0 5 10.2 15.8083 0.011 0.011 0.798 0.163 4.59 453.6321 1750.312 39.35021 "Latin America"
"313" 41 "Haiti" 1997 0 NA 6.431331 621 10.11818 8.9375 0 5 10.2 15.82935 0.011 0.011 0.798 0.163 4.3 459.2929 1773.403 37.12573 "Latin America"
"314" 41 "Haiti" 1998 0 NA 6.440947 627 10.14545 8.9375 0 4 10.2 15.84982 0.011 0.011 0.798 0.163 4.43 462.6848 1788.926 36.30992 "Latin America"
"315" 41 "Haiti" 1999 0 NA 6.44254 628 10.14545 9.03125 0 4 9.6 15.87002 0.011 0.011 0.798 0.163 4.26 468.3694 1812.831 41.75974 "Latin America"
"316" 91 "Honduras" 1995 0 0 7.232733 1384 NA NA 0.001 8 9.6 15.54787 0.12 0.119 0.871 0.062 3.58 912.5196 2570.391 92.11412 "Latin America"
"317" 91 "Honduras" 1996 0 0 7.239933 1394 9.92727 8.5 0.001 8 9.6 15.57622 0.12 0.119 0.871 0.062 3.58 919.2803 2581.256 99.07961 "Latin America"
"318" 91 "Honduras" 1997 0 0 7.261225 1424 10.14545 8.84375 0.001 9 9.6 15.6043 0.12 0.119 0.871 0.062 3.58 939.1768 2589.333 98.12909 "Latin America"
"319" 91 "Honduras" 1998 0 0 7.262629 1426 10.17273 8.8125 0.001 9 9.6 15.6319 0.12 0.119 0.871 0.062 3.51 940.9472 2577.183 100.873 "Latin America"
"320" 91 "Honduras" 1999 0 0 7.21671 1362 10.17273 8.875 0.001 8 10.2 15.65886 0.12 0.119 0.871 0.062 3.71 899.5114 2439.651 97.47748 "Latin America"
"321" 310 "Hungary" 1995 0 0 8.490849 4870 NA NA 0.005 11 12 16.14083 0.013 0.013 0.618 0.246 2.93 3720.658 10375.06 89.2965 "Europe"
"322" 310 "Hungary" 1996 0 0 8.507749 4953 10.72308 10.04444 0.005 11 12 16.13721 0.013 0.013 0.618 0.246 3.03 3783.038 10611.81 96.48804 "Europe"
"323" 310 "Hungary" 1997 0 0 8.556222 5199 10.6 10.04444 0.005 11 12 16.13347 0.013 0.013 0.618 0.246 3.09 3970.646 11320.71 109.2537 "Europe"
"324" 310 "Hungary" 1998 0 0 8.607582 5473 10.70769 10.08889 0.005 11 12 16.12943 0.013 0.013 0.618 0.246 2.94 4180.475 11966.71 125.2952 "Europe"
"325" 310 "Hungary" 1999 0 0 8.656085 5745 10.72308 10.13333 0.005 11 12 16.12487 0.013 0.013 0.618 0.246 2.89 4373.967 12486.75 131.3731 "Europe"
"326" 750 "India" 1995 0 0 7.297091 1476 NA NA 0.119 6 11.4 20.65001 0.878 0.877 0.015 0.016 3.93 370.518 1993.817 23.20566 "Asia"
"327" 750 "India" 1996 0 0 7.3473 1552 7.92 3.857143 0.119 8 11.4 20.66734 0.878 0.877 0.015 0.016 3.93 390.9633 2100.037 22.35596 "Asia"
"328" 750 "India" 1997 0 0 7.374002 1594 6.9 4 0.119 8 11.4 20.68492 0.878 0.877 0.015 0.016 3.88 401.4185 2154.264 22.95732 "Asia"
"329" 750 "India" 1998 0 0 7.421776 1672 6.799998 4.142857 0.119 9 11.4 20.70273 0.878 0.877 0.015 0.016 3.83 418.1955 2244.129 24.12571 "Asia"
"330" 750 "India" 1999 0 NA 7.466799 1749 6.799998 4.428571 0.119 9 11.4 20.72078 0.878 0.877 0.015 0.016 3.93 440.4585 2362.096 25.47455 "Asia"
"331" 850 "Indonesia" 1995 0.225 0.042 7.822445 2496 NA NA 0.547 1 1.8 19.08324 0.757 0.757 0.027 0.057 3.53 826.8854 3010.869 53.95859 "Asia"
"332" 850 "Indonesia" 1996 0.228 0.04 7.88156 2648 6.96 4.6875 0.547 2 1.8 19.09951 0.757 0.757 0.027 0.057 3 877.7546 3187.528 52.26474 "Asia"
"333" 850 "Indonesia" 1997 0.272 0.042 7.911324 2728 7.039998 5 0.547 2 1.8 19.11578 0.757 0.757 0.027 0.057 3.05 906.4578 3300.046 55.9939 "Asia"
"334" 850 "Indonesia" 1998 0.266 0.067 7.755767 2335 6.760002 4.875 0.547 4 3 19.13205 0.757 0.757 0.027 0.057 3 776.8686 2909.631 96.1862 "Asia"
"335" 850 "Indonesia" 1999 0.31 NA 7.742402 2304 7.159998 5.0625 0.547 6 10.2 19.14833 0.757 0.757 0.027 0.057 3.14 772.6256 2955.694 62.94391 "Asia"
"336" 630 "Iran" 1995 0.652 NA 8.221747 3721 NA NA 0.957 1 2.4 17.89227 0.75 0.75 0 0 NA 1441.941 5321.706 35.76885 "Asia"
"337" 630 "Iran" 1996 0.615 NA 8.259199 3863 2.647059 2.166667 0.957 1 2.4 17.90861 0.75 0.75 0 0 4.79 1470.954 5422.26 38.49769 "Asia"
"338" 630 "Iran" 1997 0.536 NA 8.275886 3928 2.647059 2.166667 0.957 1 7.8 17.92521 0.75 0.75 0 0 4.8 1523.48 5623.534 32.71299 "Asia"
"339" 630 "Iran" 1998 0.358 NA 8.281471 3950 2.611765 2.222222 0.957 2 7.8 17.94178 0.75 0.75 0 0 4.71 1529.404 5658.542 40.51207 "Asia"
"340" 630 "Iran" 1999 0.459 NA 8.28979 3983 2.57647 2.222222 0.957 2 7.8 17.95828 0.75 0.75 0 0 4.51 1533.59 5638.366 35.99142 "Asia"
"341" 645 "Iraq" 1995 NA NA NA NA NA NA 0.958 0 1.8 16.84945 0.375 0.375 0.015 0 NA NA NA NA "Asia"
"342" 645 "Iraq" 1996 NA NA NA NA 2.682353 2.222222 0.958 0 1.8 16.87483 0.375 0.375 0.015 0 4.85 NA NA NA "Asia"
"343" 645 "Iraq" 1997 NA NA NA NA 2.682353 2.222222 0.958 0 1.8 16.89957 0.375 0.375 0.015 0 4.85 NA NA NA "Asia"
"344" 645 "Iraq" 1998 NA NA NA NA 2.964706 2.277778 0.958 0 0.6 16.92134 0.375 0.375 0.015 0 4.85 NA NA NA "Asia"
"345" 645 "Iraq" 1999 NA NA NA NA 3 2.333333 0.958 0 0.6 16.94212 0.375 0.375 0.015 0 4.85 NA NA NA "Asia"
"346" 205 "Ireland" 1995 0 0 9.333973 11316 NA NA 0.002 12 12 15.097 0.029 0.029 0.856 0.009 2.2 16520.54 19346 141.6807 "Europe"
"347" 205 "Ireland" 1996 0 0 9.399803 12086 10.72308 10.02222 0.002 12 12 15.10529 0.029 0.029 0.856 0.009 2.19 17740.67 20617.69 143.854 "Europe"
"348" 205 "Ireland" 1997 0 0 9.491375 13245 10.6 10.02222 0.002 12 12 15.1157 0.029 0.029 0.856 0.009 2.19 19468.63 22972.03 147.0498 "Europe"
"349" 205 "Ireland" 1998 0 0 9.562123 14216 10.70769 10.06667 0.002 12 12 15.12708 0.029 0.029 0.856 0.009 1.96 20945.69 24935.15 161.3835 "Europe"
"350" 205 "Ireland" 1999 0 0 9.645105 15446 10.72308 10.11111 0.002 12 12 15.1378 0.029 0.029 0.856 0.009 1.93 22960.91 28156.21 163.1085 "Europe"
"351" 666 "Israel" 1995 0 0 9.304195 10984 NA NA 0.123 10 11.4 15.52841 0.287 0.287 0.027 0.004 2.9 16697.45 21185.8 75.94969 "Asia"
"352" 666 "Israel" 1996 0 0 9.327323 11241 10.73846 10.06667 0.123 10 11.4 15.55457 0.287 0.287 0.027 0.004 2.81 17138.29 21442.01 73.21065 "Asia"
"353" 666 "Israel" 1997 0 0 9.334062 11317 10.61539 10.06667 0.123 10 11.4 15.57956 0.287 0.287 0.027 0.004 2.64 17320.07 21946.36 71.31705 "Asia"
"354" 666 "Israel" 1998 0 0 9.33847 11367 10.72308 10.11111 0.123 10 11.4 15.60108 0.287 0.287 0.027 0.004 2.65 17553.52 22271.79 70.54426 "Asia"
"355" 666 "Israel" 1999 0 0 9.336797 11348 10.73846 10.15556 0.123 11 12 15.62462 0.287 0.287 0.027 0.004 2.68 17511.63 22344.72 80.0761 "Asia"
"356" 325 "Italy" 1995 0 0 9.486759 13184 NA NA 0.011 11 12 17.86213 0.114 0.064 0.972 0.008 2.63 17084.95 23126.89 49.99983 "Europe"
"357" 325 "Italy" 1996 0 0 9.494541 13287 10.72308 10.04444 0.011 11 12 17.86521 0.114 0.064 0.972 0.008 2.61 17218.73 23232.53 46.70369 "Europe"
"358" 325 "Italy" 1997 0 0 9.510075 13495 10.6 10.04444 0.011 11 12 17.86769 0.114 0.064 0.972 0.008 2.46 17523.96 23534.78 48.69898 "Europe"
"359" 325 "Italy" 1998 0 0 9.524129 13686 10.70769 10.08889 0.011 11 12 17.86882 0.114 0.064 0.972 0.008 2.39 17818.2 23956.72 49.29541 "Europe"
"360" 325 "Italy" 1999 0 0 9.537267 13867 10.72308 10.13333 0.011 11 12 17.86983 0.114 0.064 0.972 0.008 2.29 18096.42 24238.92 49.03639 "Europe"
"361" 51 "Jamaica" 1995 0.062 0 7.818028 2485 NA NA 0.001 9 11.4 14.7406 0.424 0.424 0.048 0.251 3.11 3249.115 3829.741 111.3029 "Latin America"
"362" 51 "Jamaica" 1996 0.045 0 7.799344 2439 9.845454 8.46875 0.001 9 11.4 14.74689 0.424 0.424 0.048 0.251 2.94 3215.593 3705.341 99.06818 "Latin America"
"363" 51 "Jamaica" 1997 0.046 0 7.772332 2374 10.06364 8.8125 0.001 9 11.4 14.75317 0.424 0.424 0.048 0.251 2.91 3153.626 3624.947 90.99213 "Latin America"
"364" 51 "Jamaica" 1998 0.04 NA 7.75876 2342 10.09091 8.8125 0.001 10 11.4 14.76175 0.424 0.424 0.048 0.251 2.94 3087.829 3611.157 89.58775 "Latin America"
"365" 51 "Jamaica" 1999 NA NA 7.746301 2313 10.09091 8.84375 0.001 10 11.4 14.77025 0.424 0.424 0.048 0.251 2.96 3096.304 3646.079 89.80734 "Latin America"
"366" 740 "Japan" 1995 0 0 9.63724 15325 NA NA 0.001 11 12 18.64733 0.014 0.014 0.004 0.004 2.06 35524.73 25018.67 16.80394 "Asia"
"367" 740 "Japan" 1996 0 0 9.6839 16057 6.280002 4.0625 0.001 11 12 18.64989 0.014 0.014 0.004 0.004 2.18 36650.89 25734.97 18.93832 "Asia"
"368" 740 "Japan" 1997 0 0 9.69714 16271 6.36 4.4375 0.001 11 12 18.65251 0.014 0.014 0.004 0.004 2.16 37202.48 26064.38 20.42267 "Asia"
"369" 740 "Japan" 1998 0 0 9.66922 15823 6.079998 4.3125 0.001 11 12 18.65504 0.014 0.014 0.004 0.004 2.21 36720.11 25713.39 19.56062 "Asia"
"370" 740 "Japan" 1999 0 0 9.669978 15835 6.559998 4.625 0.001 11 12 18.65631 0.014 0.014 0.004 0.004 2.16 36600.85 25652.64 18.61004 "Asia"
"371" 663 "Jordan" 1995 NA 0 8.045268 3119 NA NA 0.94 6 4.8 15.2494 0.455 0.025 0.008 0.002 2.95 1722.414 4055.743 124.5855 "Asia"
"372" 663 "Jordan" 1996 NA NA 8.035279 3088 2.505883 1.888889 0.94 6 4.8 15.27993 0.455 0.025 0.008 0.002 3.15 1705.499 4024.745 131.0429 "Asia"
"373" 663 "Jordan" 1997 NA 0 8.034955 3087 2.505883 1.888889 0.94 6 4.8 15.31046 0.455 0.025 0.008 0.002 2.85 1708.933 3972.063 120.8651 "Asia"
"374" 663 "Jordan" 1998 NA 0 8.033658 3083 2.788235 1.944444 0.94 5 4.8 15.34099 0.455 0.025 0.008 0.002 2.94 1707.481 3922.842 109.1721 "Asia"
"375" 663 "Jordan" 1999 NA NA 8.03301 3081 2.752941 2.055556 0.94 6 4.8 15.37152 0.455 0.025 0.008 0.002 2.91 1712.234 3947.001 104.5967 "Asia"
"376" 705 "Kazakhstan" 1995 NA 0.013 NA NA NA NA 0.354 3 3.6 16.57425 0.692 0.692 0.024 0.005 NA 1022.93 3617.748 82.52241 "Asia"
"377" 705 "Kazakhstan" 1996 NA 0.054 NA NA 4.542857 2.714286 0.354 3 3.6 16.56138 0.692 0.692 0.024 0.005 NA 1043.733 3690.16 71.27357 "Asia"
"378" 705 "Kazakhstan" 1997 NA 0.072 NA NA 3.514286 3 0.354 3 3.6 16.54561 0.692 0.692 0.024 0.005 NA 1078.381 3833.193 72.35955 "Asia"
"379" 705 "Kazakhstan" 1998 NA 0.067 NA NA 3.6 3.571429 0.354 3 3.6 16.52842 0.692 0.692 0.024 0.005 4.23 1076.31 3823.811 65.20419 "Asia"
"380" 705 "Kazakhstan" 1999 NA 0.127 NA NA 4.885715 3.428571 0.354 3 4.2 16.51868 0.692 0.692 0.024 0.005 4.14 1115.95 4036.958 82.57915 "Asia"
"381" 501 "Kenya" 1995 0 0 6.81564 912 NA NA 0.071 1 3 17.10838 0.882 0.835 0.223 0.194 3.45 419.5954 1059.456 71.74574 "Africa"
"382" 501 "Kenya" 1996 0 0 6.834109 929 6.194592 5.043478 0.071 1 3 17.13109 0.882 0.835 0.223 0.194 3.59 425.7918 1056.873 53.86029 "Africa"
"383" 501 "Kenya" 1997 0 0 6.831954 927 6.184614 5.065217 0.071 2 4.8 17.15347 0.882 0.835 0.223 0.194 3.31 417.3502 1030.016 51.42669 "Africa"
"384" 501 "Kenya" 1998 0 0 6.82546 921 5.91 4.956522 0.071 3 4.8 17.17552 0.882 0.835 0.223 0.194 3.06 420.9697 1034.847 46.68483 "Africa"
"385" 501 "Kenya" 1999 0 0 6.817831 914 5.87027 5.282609 0.071 3 4.8 17.19685 0.882 0.835 0.223 0.194 3.14 420.8235 1038.878 46.516 "Africa"
"386" 690 "Kuwait" 1995 0.95 0.49 NA NA NA NA 0.896 4 1.8 14.2761 0.788 0.197 0.047 0.001 NA 19129.68 18224.17 94.31846 "Asia"
"387" 690 "Kuwait" 1996 0.943 0.455 NA NA 2.682353 2 0.896 4 1.8 14.34437 0.788 0.197 0.047 0.001 2.55 18310.6 17670.22 91.47021 "Asia"
"388" 690 "Kuwait" 1997 0.953 0.4 NA NA 2.682353 2 0.896 5 1.8 14.40829 0.788 0.197 0.047 0.001 2.44 17948.5 16712.13 92.44555 "Asia"
"389" 690 "Kuwait" 1998 0.926 0.297 NA NA 2.964706 2 0.896 4 1.8 14.43936 0.788 0.197 0.047 0.001 2.55 18174.37 16656.79 94.95264 "Asia"
"390" 690 "Kuwait" 1999 0.96 0.323 NA NA 2.929412 2.111111 0.896 5 1.8 14.47013 0.788 0.197 0.047 0.001 2.45 17171.52 16496.83 85.3737 "Asia"
"391" 703 "Kyrgyz Republic" 1995 NA 0 NA NA NA NA 0.538 6 9 15.33937 0.661 0.661 0 0.008 NA 227.1457 1219.713 71.82613 "Asia"
"392" 703 "Kyrgyz Republic" 1996 NA 0 NA NA 3.771428 2.285714 0.538 6 7.2 15.35397 0.661 0.661 0 0.008 NA 239.7331 1287.629 87.29578 "Asia"
"393" 703 "Kyrgyz Republic" 1997 NA NA NA NA 3 2.571429 0.538 6 7.2 15.36836 0.661 0.661 0 0.008 NA 259.7109 1416.641 84.47713 "Asia"
"394" 703 "Kyrgyz Republic" 1998 NA NA NA NA 3.085714 3.142857 0.538 4 7.2 15.3835 0.661 0.661 0 0.008 3.95 261.2407 1442.233 94.50929 "Asia"
"395" 703 "Kyrgyz Republic" 1999 NA 0 NA NA 4.371428 3.285714 0.538 4 8.4 15.3975 0.661 0.661 0 0.008 3.68 267.0281 1491.639 99.19945 "Asia"
"396" 812 "Laos" 1995 0 NA 7.396949 1631 NA NA 0.004 1 1.8 15.34265 0.548 0.548 0.008 0.006 NA 274.5763 1254.857 60.56014 "Asia"
"397" 812 "Laos" 1996 0 NA 7.436028 1696 6.96 4.6875 0.004 1 1.8 15.3685 0.548 0.548 0.008 0.006 4.51 286.1143 1319.04 63.75718 "Asia"
"398" 812 "Laos" 1997 0 NA 7.47817 1769 7.039998 5.0625 0.004 1 1.8 15.39433 0.548 0.548 0.008 0.006 4.65 299.0032 1382.809 65.15144 "Asia"
"399" 812 "Laos" 1998 0 NA 7.492203 1794 6.760002 4.9375 0.004 1 1.8 15.41967 0.548 0.548 0.008 0.006 4.63 303.5724 1437.56 83.90517 "Asia"
"400" 812 "Laos" 1999 0 NA 7.538495 1879 7.240002 5.25 0.004 1 1.2 15.4441 0.548 0.548 0.008 0.006 4.75 318.1542 1500.247 74.88154 "Asia"
"401" 367 "Latvia" 1995 NA 0 NA NA NA NA 0.003 10 10.8 14.73758 0.61 0.61 0.186 0.212 NA 2364.051 5734.272 87.547 "Europe"
"402" 367 "Latvia" 1996 NA 0 NA NA 10.75385 10.06667 0.003 10 10.8 14.72795 0.61 0.61 0.186 0.212 3.19 2477.311 5987.1 101.0663 "Europe"
"403" 367 "Latvia" 1997 NA 0 NA NA 10.63077 10.06667 0.003 11 10.8 14.71981 0.61 0.61 0.186 0.212 2.86 2727.392 6581.422 101.5016 "Europe"
"404" 367 "Latvia" 1998 NA 0 NA NA 10.73846 10.08889 0.003 11 10.8 14.71103 0.61 0.61 0.186 0.212 2.84 2903.607 7012.484 106.7975 "Europe"
"405" 367 "Latvia" 1999 NA 0 NA NA 10.75385 10.13333 0.003 11 10.2 14.70385 0.61 0.61 0.186 0.212 2.74 3024.142 7419.602 90.38161 "Europe"
"406" 660 "Lebanon" 1995 NA NA NA NA NA NA 0.421 3 NA 15.20305 0.356 0.147 0.431 0.009 NA 4722.86 4112.493 77.11274 "Asia"
"407" 660 "Lebanon" 1996 NA NA NA NA NA 2.055556 0.421 3 NA 15.22087 0.356 0.147 0.431 0.009 2.91 4812.156 4245.295 69.33802 "Asia"
"408" 660 "Lebanon" 1997 NA NA NA NA NA 2.055556 0.421 3 NA 15.23754 0.356 0.147 0.431 0.009 2.73 4929.055 4414.876 61.9002 "Asia"
"409" 660 "Lebanon" 1998 NA NA NA NA NA 2.111111 0.421 3 NA 15.25305 0.356 0.147 0.431 0.009 3.06 4987.055 4310.429 54.86244 "Asia"
"410" 660 "Lebanon" 1999 NA NA NA NA NA 2.166667 0.421 3 NA 15.26741 0.356 0.147 0.431 0.009 3.03 4878.243 4235.4 50.65624 "Asia"
"411" 570 "Lesotho" 1995 0 NA 6.907755 1000 NA NA 0.001 6 10.8 14.47096 0.218 0.218 0.383 0.151 NA 440.8971 1724.48 141.4576 "Africa"
"412" 570 "Lesotho" 1996 0 NA 6.981006 1076 5.983784 4.934783 0.001 6 10.8 14.4927 0.218 0.218 0.383 0.151 3.73 478.7845 1964.583 142.2785 "Africa"
"413" 570 "Lesotho" 1997 0 NA 7.036149 1137 5.984615 4.956522 0.001 6 10.8 14.51475 0.218 0.218 0.383 0.151 3.7 511.2827 2136.867 138.7596 "Africa"
"414" 570 "Lesotho" 1998 0 NA 6.962244 1056 5.76 4.869565 0.001 6 NA 14.53713 0.218 0.218 0.383 0.151 3.69 481.7415 2083.578 134.235 "Africa"
"415" 570 "Lesotho" 1999 0 NA 6.96508 1059 NA 5.217391 0.001 6 NA 14.55983 0.218 0.218 0.383 0.151 3.48 478.0561 2089.166 118.5646 "Africa"
"416" 450 "Liberia" 1995 NA NA NA NA NA NA 0.163 1 NA 14.82091 0.897 0.806 0.038 0.124 NA NA NA NA "Africa"
"417" 450 "Liberia" 1996 NA NA NA NA NA 5.043478 0.163 1 NA 14.84732 0.897 0.806 0.038 0.124 NA NA NA NA "Africa"
"418" 450 "Liberia" 1997 NA NA NA NA NA 5.065217 0.163 5 6 14.87409 0.897 0.806 0.038 0.124 NA NA NA NA "Africa"
"419" 450 "Liberia" 1998 0.322 NA NA NA 5.88 4.891304 0.163 5 6 14.90121 0.897 0.806 0.038 0.124 NA NA NA NA "Africa"
"420" 450 "Liberia" 1999 NA NA NA NA 5.837838 5.23913 0.163 5 6 14.9287 0.897 0.806 0.038 0.124 NA NA NA NA "Africa"
"421" 620 "Libya" 1995 NA NA NA NA NA NA 0.959 0 1.8 15.41833 0.268 0.161 0.008 0.001 NA NA NA NA "Africa"
"422" 620 "Libya" 1996 NA NA NA NA 2.682353 2.222222 0.959 0 1.8 15.43999 0.268 0.161 0.008 0.001 4.95 NA NA NA "Africa"
"423" 620 "Libya" 1997 NA NA NA NA 2.682353 2.222222 0.959 0 1.8 15.46175 0.268 0.161 0.008 0.001 4.95 NA NA NA "Africa"
"424" 620 "Libya" 1998 NA NA NA NA 2.964706 2.277778 0.959 0 1.8 15.48358 0.268 0.161 0.008 0.001 4.95 NA NA NA "Africa"
"425" 620 "Libya" 1999 NA NA NA NA 2.929412 2.333333 0.959 0 1.8 15.5055 0.268 0.161 0.008 0.001 4.95 NA NA NA "Africa"
"426" 368 "Lithuania" 1995 NA 0 NA NA NA NA 0.002 11 12 15.12789 0.353 0.353 0.83 0.012 NA 2552.74 6777.924 110.9747 "Europe"
"427" 368 "Lithuania" 1996 NA 0 NA NA 10.72308 10.04444 0.002 11 12 15.12627 0.353 0.353 0.83 0.012 3.45 2692.15 7215.017 113.9258 "Europe"
"428" 368 "Lithuania" 1997 NA 0 NA NA 10.6 10.04444 0.002 11 12 15.12535 0.353 0.353 0.83 0.012 3.1 2900.929 7844.991 116.4266 "Europe"
"429" 368 "Lithuania" 1998 NA 0 NA NA 10.70769 10.08889 0.002 11 12 15.12465 0.353 0.353 0.83 0.012 2.98 3133.98 8500.186 102.9251 "Europe"
"430" 368 "Lithuania" 1999 NA 0 NA NA 10.72308 10.13333 0.002 11 12 15.12357 0.353 0.353 0.83 0.012 2.9 3101.777 8419.317 88.33701 "Europe"
"431" 343 "Macedonia" 1995 NA 0 NA NA NA NA 0.283 7 9.6 14.49151 0.511 0.511 0.035 0.004 NA 1578.826 5339.242 75.77931 "Europe"
"432" 343 "Macedonia" 1996 NA 0 NA NA 10.78462 10.13333 0.283 7 9.6 14.49861 0.511 0.511 0.035 0.004 NA 1589.466 5390.003 66.54399 "Europe"
"433" 343 "Macedonia" 1997 NA 0 NA NA 10.66154 10.13333 0.283 7 9.6 14.50709 0.511 0.511 0.035 0.004 NA 1603.657 5455.146 88.16202 "Europe"
"434" 343 "Macedonia" 1998 NA 0 NA NA 10.76923 10.17778 0.283 8 9.6 14.5136 0.511 0.511 0.035 0.004 NA 1650.205 5601.51 97.29196 "Europe"
"435" 343 "Macedonia" 1999 NA NA NA NA 10.78462 10.2 0.283 8 9.6 14.51903 0.511 0.511 0.035 0.004 NA 1713.883 5811.302 94.32552 "Europe"
"436" 580 "Madagascar" 1995 0 0 6.359574 578 NA NA 0.021 8 11.4 16.40327 0.871 0.017 0.23 0.243 3.74 230.3692 820.6517 55.84594 "Africa"
"437" 580 "Madagascar" 1996 0 0 6.350886 573 5.967567 4.891304 0.021 8 11.4 16.43419 0.871 0.017 0.23 0.243 3.55 228.3486 804.5176 46.49672 "Africa"
"438" 580 "Madagascar" 1997 0 0 6.356108 576 5.969231 4.913043 0.021 8 10.8 16.4651 0.871 0.017 0.23 0.243 3.49 229.7336 798.0073 51.82614 "Africa"
"439" 580 "Madagascar" 1998 0 0 6.363028 580 5.76 4.826087 0.021 8 10.8 16.49601 0.871 0.017 0.23 0.243 3.51 231.6763 799.8093 50.798 "Africa"
"440" 580 "Madagascar" 1999 0 NA 6.378426 589 5.708108 5.173913 0.021 8 9.6 16.52692 0.871 0.017 0.23 0.243 3.45 235.3488 805.5344 56.67501 "Africa"
"441" 553 "Malawi" 1995 0 0 6.263398 525 NA NA 0.149 9 10.2 16.0935 0.606 0.606 0.24 0.198 3.74 142.3688 558.57 78.45689 "Africa"
"442" 553 "Malawi" 1996 0 NA 6.308098 549 6 4.869565 0.149 9 10.2 16.11969 0.606 0.606 0.24 0.198 3.64 149.6534 577.1054 54.70242 "Africa"
"443" 553 "Malawi" 1997 0 NA 6.318968 555 6 4.891304 0.149 9 10.2 16.14533 0.606 0.606 0.24 0.198 3.86 151.393 582.8533 54.94191 "Africa"
"444" 553 "Malawi" 1998 0 NA 6.315358 553 5.775 4.804348 0.149 9 10.2 16.17007 0.606 0.606 0.24 0.198 3.96 152.8645 593.4611 70.87518 "Africa"
"445" 553 "Malawi" 1999 0 NA 6.329721 561 5.724325 5.152174 0.149 8 10.2 16.19393 0.606 0.606 0.24 0.198 3.89 153.0944 594.246 71.31597 "Africa"
"446" 820 "Malaysia" 1995 0.131 0.038 8.8578 7029 NA NA 0.477 5 7.8 16.84128 0.719 0.719 0.032 0.029 2.5 3510.15 7663.513 192.1141 "Asia"
