"V3543" "V3547" "V3551" "INTER1" "INTER2" "INTER3" "INTER4" "INFO1" "INFO2" "DEMCAND1" "DEMCAND2" "DEMCAND3" "REPCAND1" "REPCAND2" "REPCAND3" "DEMPART1" "DEMPART2" "DEMPART3" "REPPART1" "REPPART2" "REPPART3" "PARTIES1" "PARTIES2" "PARTIES3" "INDFEEL1" "INDFEEL2" "INDFEEL3" "CARFEEL1" "CARFEEL2" "CARFEEL3" "REAFEEL1" "REAFEEL2" "REAFEEL3" "KENFEEL1" "KENFEEL2" "KENFEEL3" "NEWV121" "NEWV2125" "NEWV3213" "NEWV122" "NEWV2126" "NEWV3214" "NEWV123" "NEWV2127" "NEWV3215" "NEWV130" "NEWV2134" "NEWV3224" "NEWV131" "NEWV2135" "NEWV3225" "PARTYID1" "PARTYID2" "PARTYID3" "PARTYID4" "PARTYID" "NEWV251" "NEWV2272" "NEWV3081" "COMMUN1" "COMMUN2" "COMMUN4" "COMMALL" "EDUC" "INC" "REL" "RELFREQ" "STATUS" "STATE" "PRESTOCO" "PRESTOST" "CONGTOCO" "PDEMCONT" "PREPCONT" "PDEMSTAT" "PREPSTAT" "CDEMCONT" "CREPCONT" "RFRIENDS" "DFRIENDS" "MFRIENDS" "AGE" "SEX" "RACE" "REGION" "DIDVOTE" "VOTE" "PARTREG" "VOTEVALI"
"571" NA NA NA 11 5 3 1 13 18 NA NA NA NA NA NA 40 50 NA 55 50 NA 50 50 NA 50 50 NA 60 40 NA 50 50 NA 40 40 NA 5 NA NA 2 NA NA NA NA NA 2 NA NA 6 NA NA 4 4 NA NA 4 4 1 NA 2 2 2 7 12 10 200 2 22 12 1276931 8987386 1784318 0.366008030191138 0.591150970569279 0.411045992683523 0.545402968115534 0.39695782926586 0.418721326579679 0 0 1 20 2 1 1 NA NA NA NA
"572" NA NA NA 7 13 15 3 31 31 9 0 13 60.7142857142857 60 54 0 0 0 NA 60 50 NA 50 50 NA NA NA 0 0 0 70 70 60 15 0 50 4 6 5 NA NA 2 4 6 6 NA 6 6 1 1 2 5 5 5 5 5 4 5 5 2 2 3 9 17 22 300 1 39 12 1276931 8987386 1784318 0.366008030191138 0.591150970569279 0.411045992683523 0.545402968115534 0.39695782926586 0.418721326579679 0 0 1 58 1 1 1 2 NA NA NA
"573" 3 5 NA 11 11 11 5 23 30 42 40 37 NA 42.8571428571429 30 60 60 60 40 40 40 40 60 60 60 60 60 60 40 40 30 30 15 0 0 0 4 4 3 4 6 4 6 7 6 6 5 6 5 4 3 2 2 2 2 2 5 5 5 2 4 2 9 17 22 300 2 39 12 1276931 8987386 1784318 0.366008030191138 0.591150970569279 0.411045992683523 0.545402968115534 0.39695782926586 0.418721326579679 0 0 1 47 2 1 1 1 2 1 1
"574" NA NA NA 11 3 3 1 34 8 40 NA NA NA NA NA 70 NA NA 40 NA NA 50 NA NA 50 NA NA 30 NA NA 0 NA NA 30 NA NA 3 NA NA 5 NA NA 7 NA NA 5 NA NA 3 NA NA 1 NA NA NA 1 5 NA NA 2 2 2 7 17 22 300 3 39 12 1276931 8987386 1784318 0.366008030191138 0.591150970569279 0.411045992683523 0.545402968115534 0.39695782926586 0.418721326579679 0 0 1 55 2 1 1 NA NA NA 1
"575" NA NA NA 9 5 9 1 12 10 NA NA NA NA NA NA 85 60 NA 20 35 NA 0 NA NA 15 NA NA 70 85 NA NA NA NA 70 75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 2 1 5 5 5 2 2 3 8 3 22 200 5 25 12 1276931 8987386 1784318 0.366008030191138 0.591150970569279 0.411045992683523 0.545402968115534 0.39695782926586 0.418721326579679 0 0 1 57 1 1 1 1 2 1 1
"576" 1 1 1 15 15 15 5 27 30 NA NA NA NA NA NA 50 15 30 85 85 85 70 70 60 70 40 50 0 15 30 85 85 70 0 30 15 NA 4 NA NA NA NA NA NA NA NA 6 NA NA 5 NA 7 7 7 7 7 5 5 5 2 2 2 7 15 5 116 5 20 12 1276931 8987386 1784318 0.366008030191138 0.591150970569279 0.411045992683523 0.545402968115534 0.39695782926586 0.418721326579679 1 0 0 82 2 1 1 1 1 3 1
"577" NA NA NA 3 7 9 3 14 21 18 50 60 NA NA 52 0 15 50 0 15 50 0 15 50 NA 70 60 15 0 60 15 60 60 15 60 70 4 4 4 6 6 3 NA 6 5 6 6 6 2 1 2 4 4 4 4 4 1 1 1 2 2 2 7 8 9 200 5 17 12 639018 8987386 890698 0.469219959375166 0.501923263507444 0.411045992683523 0.545402968115534 0.506057047394291 0.302434719736656 0 0 1 71 1 1 1 2 NA NA NA
"578" NA NA NA 5 3 3 1 20 8 NA NA NA NA NA NA NA NA NA NA NA NA 60 NA NA 40 NA NA 60 NA NA NA NA NA 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 NA NA NA 4 1 NA NA 2 2 2 7 12 5 200 2 17 12 639018 8987386 890698 0.469219959375166 0.501923263507444 0.411045992683523 0.545402968115534 0.506057047394291 0.302434719736656 0 0 1 21 2 1 1 NA NA NA NA
"579" NA NA NA 7 11 7 1 19 30 27 50 36 NA NA 34 50 85 60 0 50 50 30 85 60 0 50 50 70 50 50 15 60 60 0 50 0 NA 4 NA NA 4 NA NA 6 NA NA 6 NA NA 4 NA 2 2 2 NA 2 5 5 5 4 3 2 11 12 20 NA NA 32 12 689154 8987386 947462 0.410391581562321 0.549364873453539 0.411045992683523 0.545402968115534 0.270571273570866 0.560968144368851 0 0 1 49 1 1 1 NA NA NA 1
"580" NA NA NA 11 11 7 3 23 25 NA NA NA NA NA NA 50 NA 85 50 NA 85 50 70 85 NA NA 85 100 85 85 NA NA 85 NA NA 85 NA NA 6 NA NA 4 NA NA NA NA NA NA NA NA NA 4 4 4 4 4 1 1 1 3 3 4 12 12 7 100 3 19 12 689154 8987386 947462 0.410391581562321 0.549364873453539 0.411045992683523 0.545402968115534 0.270571273570866 0.560968144368851 0 0 1 20 2 1 1 1 1 NA 1
"581" NA NA NA 11 15 11 5 29 29 64 60 60 NA NA 49 70 85 70 40 60 40 70 60 60 50 70 50 70 70 40 60 15 60 70 70 70 3 2 3 3 5 6 6 7 7 5 6 6 3 2 3 2 1 2 2 2 5 5 5 2 4 4 12 16 10 300 1 26 12 689154 8987386 947462 0.410391581562321 0.549364873453539 0.411045992683523 0.545402968115534 0.270571273570866 0.560968144368851 0 0 1 24 1 1 1 1 4 NA 1
"582" NA NA NA 9 9 11 5 21 31 54 25 46 NA NA 40 50 40 50 50 40 50 50 40 50 50 60 50 60 60 30 50 15 0 40 15 50 5 5 5 4 4 4 6 6 7 6 6 6 4 4 4 3 4 4 4 3 5 5 5 2 2 2 7 12 21 NA NA 33 12 689154 8987386 947462 0.410391581562321 0.549364873453539 0.411045992683523 0.545402968115534 0.270571273570866 0.560968144368851 0 0 1 42 1 1 1 1 2 1 1
"583" NA NA NA 11 3 3 1 24 17 NA 79 NA NA NA NA NA 100 NA NA 100 NA 100 100 NA 100 100 NA NA 100 NA 50 85 NA 15 40 NA 4 4 NA 3 3 NA 7 6 NA 5 6 NA 3 2 NA 4 3 NA NA 4 5 5 NA 2 2 2 7 14 7 200 5 21 12 689154 8987386 947462 0.410391581562321 0.549364873453539 0.411045992683523 0.545402968115534 0.270571273570866 0.560968144368851 0 0 1 46 1 1 1 NA NA NA NA
"584" 1 5 NA 15 15 15 5 40 32 45 50 49 NA NA 50 85 70 70 100 60 85 89 70 60 50 30 50 70 60 70 100 85 85 15 40 15 7 5 5 6 6 5 6 7 7 6 6 6 5 4 5 1 2 1 2 1 5 5 5 4 4 4 14 13 22 200 5 35 12 689154 8987386 947462 0.410391581562321 0.549364873453539 0.411045992683523 0.545402968115534 0.270571273570866 0.560968144368851 0 0 1 55 2 1 1 1 1 1 1
"585" NA NA NA 5 5 9 3 27 27 32 47 43 NA 47.8571428571429 56 70 60 30 70 60 40 60 50 40 70 60 50 85 60 15 60 30 60 15 15 50 5 5 5 5 2 3 6 6 6 6 6 6 3 2 2 3 3 3 5 3 5 4 NA 2 2 2 7 12 20 116 2 32 12 689154 8987386 947462 0.410391581562321 0.549364873453539 0.411045992683523 0.545402968115534 0.270571273570866 0.560968144368851 0 0 1 62 2 1 1 2 NA NA NA
"586" NA NA NA 5 3 3 1 15 8 NA NA NA NA NA NA 70 NA NA 50 NA NA 85 NA NA NA NA NA 100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 NA NA NA 4 1 NA NA 2 2 2 7 13 1 NA NA 14 12 689154 8987386 947462 0.410391581562321 0.549364873453539 0.411045992683523 0.545402968115534 0.270571273570866 0.560968144368851 0 0 1 23 2 1 1 NA NA NA NA
"587" NA NA NA 9 3 3 1 26 8 52 NA NA NA NA NA 80 NA NA 60 NA NA 30 NA NA 50 NA NA 70 NA NA 40 NA NA 15 NA NA 3 NA NA 4 NA NA 6 NA NA 5 NA NA 4 NA NA 2 NA NA NA 2 5 NA NA 3 2 2 8 12 3 149 2 15 12 689154 8987386 947462 0.410391581562321 0.549364873453539 0.411045992683523 0.545402968115534 0.270571273570866 0.560968144368851 0 0 1 19 1 1 1 NA NA NA NA
"588" NA 5 5 13 13 5 5 27 25 60.4 57 NA NA NA NA 100 100 100 80 70 60 90 100 100 50 15 50 100 100 100 70 85 60 10 0 0 4 NA NA 7 NA NA 5 NA NA 4 NA NA 6 NA NA 1 1 1 1 1 5 5 5 3 3 2 9 10 NA 110 2 NA 12 639018 8987386 890698 0.469219959375166 0.501923263507444 0.411045992683523 0.545402968115534 0.506057047394291 0.302434719736656 0 0 1 52 1 1 1 1 1 1 1
"589" NA NA NA 7 13 9 3 24 21 68 NA NA NA NA NA 100 85 85 50 0 0 50 50 15 50 50 70 85 60 85 50 NA 0 85 85 85 4 NA 4 6 NA 5 NA NA 7 2 NA 7 7 NA 4 2 2 2 2 2 5 5 5 3 3 4 11 14 10 110 2 24 12 639018 8987386 890698 0.469219959375166 0.501923263507444 0.411045992683523 0.545402968115534 0.506057047394291 0.302434719736656 0 0 1 32 2 2 1 1 2 1 1
"590" 5 NA 5 9 13 9 3 20 20 50 63 67 NA NA 58 70 70 70 60 65 70 70 60 60 50 65 50 30 65 70 50 70 60 60 70 85 NA NA 4 NA NA 5 NA NA 3 NA NA 5 NA NA 3 6 2 6 6 6 5 5 5 2 3 2 9 12 15 200 2 27 12 639018 8987386 890698 0.469219959375166 0.501923263507444 0.411045992683523 0.545402968115534 0.506057047394291 0.302434719736656 0 0 1 24 1 1 1 1 1 3 NA
"591" 5 3 1 15 15 15 5 16 40 NA NA NA NA NA NA 85 85 100 0 15 70 70 100 100 50 85 85 100 100 100 60 70 70 0 0 0 6 4 6 7 6 7 4 5 3 4 7 1 6 7 7 1 1 1 1 1 5 5 5 4 3 4 13 9 1 200 1 10 12 639018 8987386 890698 0.469219959375166 0.501923263507444 0.411045992683523 0.545402968115534 0.506057047394291 0.302434719736656 0 0 1 30 2 1 1 1 2 1 NA
"592" 1 NA NA 9 9 9 3 24 30 50 NA 48 NA NA 71 60 70 60 85 85 85 60 50 85 85 85 100 60 70 60 70 85 90 30 30 30 4 4 5 4 3 3 6 6 6 6 5 5 3 3 3 5 5 5 5 5 5 5 5 2 2 2 7 13 21 111 2 34 13 1926619 20069600 2413902 0.382684381291786 0.533582924283421 0.451878163989317 0.508101805716108 0.381857258496824 0.482116506801022 0 0 1 37 2 1 1 1 1 2 1
"593" NA NA NA 3 3 3 3 18 24 NA NA NA NA NA NA 50 60 NA 50 40 NA 50 50 NA 50 50 NA 0 30 NA NA NA NA 70 60 NA 4 4 NA 5 7 NA NA NA NA NA 5 NA NA 3 NA 4 3 NA 4 4 1 1 NA 2 2 4 9 13 20 200 3 33 13 1926619 20069600 2413902 0.382684381291786 0.533582924283421 0.451878163989317 0.508101805716108 0.381857258496824 0.482116506801022 0 0 1 18 2 1 1 2 NA NA NA
"594" NA NA NA 3 7 5 3 19 25 NA NA NA NA NA NA 70 70 70 60 70 70 60 70 70 60 NA 70 70 70 70 NA 70 70 30 50 60 2 5 NA NA 4 NA NA NA NA NA 2 NA NA 5 NA 5 NA 3 5 5 5 1 1 2 2 2 7 12 21 200 4 33 13 1926619 20069600 2413902 0.382684381291786 0.533582924283421 0.451878163989317 0.508101805716108 0.381857258496824 0.482116506801022 0 0 1 33 2 1 1 2 NA NA NA
"595" NA NA NA 9 11 13 3 22 28 NA NA 52 NA NA NA 85 100 85 85 50 70 85 85 60 70 70 70 100 70 70 85 85 85 50 50 0 NA 6 6 NA 4 5 NA 5 4 NA 2 2 NA 4 5 1 1 1 1 1 5 5 5 2 2 4 9 12 18 710 2 30 13 1926619 20069600 2413902 0.382684381291786 0.533582924283421 0.451878163989317 0.508101805716108 0.381857258496824 0.482116506801022 0 0 1 22 2 1 1 2 NA NA NA
"596" NA NA NA 7 13 9 5 26 30 NA NA NA NA NA NA 50 50 40 50 50 50 50 50 0 50 50 50 50 50 40 50 30 60 0 0 0 4 5 5 4 3 3 6 6 6 4 4 4 3 3 3 5 5 5 7 5 5 5 5 2 2 3 8 16 22 200 3 38 13 1926619 20069600 2413902 0.382684381291786 0.533582924283421 0.451878163989317 0.508101805716108 0.381857258496824 0.482116506801022 0 0 1 44 1 1 1 1 1 3 NA
"597" NA 5 NA 11 9 13 3 19 19 54 58 55 NA NA 46 70 60 70 50 50 60 50 50 40 50 30 40 85 70 85 60 60 70 0 50 50 5 6 5 4 4 4 3 3 3 3 3 4 4 2 3 2 2 2 2 2 5 5 5 3 2 4 10 12 4 200 5 16 13 1944359 20069600 2503100 0.476936100792086 0.428780384692333 0.451878163989317 0.508101805716108 0.508060804602293 0.228697215452838 0 0 1 48 2 1 1 1 2 1 1
"598" NA NA NA 7 3 3 1 28 8 68 NA NA 28.5714285714286 NA NA 60 NA NA 60 NA NA 60 NA NA 50 NA NA 40 NA NA 15 NA NA 60 NA NA 5 NA NA 6 NA NA 7 NA NA 4 NA NA 3 NA NA 3 NA NA NA 3 5 NA NA 3 2 2 8 17 20 300 1 37 13 1944359 20069600 2503100 0.476936100792086 0.428780384692333 0.451878163989317 0.508101805716108 0.508060804602293 0.228697215452838 0 0 1 30 1 1 1 NA NA NA NA
"599" NA NA NA 9 15 3 1 39 35 41 25 NA NA NA NA 70 50 NA 85 85 NA 60 70 NA 50 50 NA 85 15 NA 100 85 NA 0 0 NA 5 5 NA 3 3 NA 5 5 NA 5 5 NA 2 2 NA 6 6 NA NA 6 5 5 NA 2 2 2 7 14 14 200 3 28 13 1944359 20069600 2503100 0.476936100792086 0.428780384692333 0.451878163989317 0.508101805716108 0.508060804602293 0.228697215452838 0 0 1 31 1 1 1 NA NA NA NA
"600" NA NA NA 9 3 3 1 16 8 38 NA NA NA NA NA NA NA NA 0 NA NA 50 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA 2 1 NA NA 3 2 2 8 14 21 300 2 35 13 1944359 20069600 2503100 0.476936100792086 0.428780384692333 0.451878163989317 0.508101805716108 0.508060804602293 0.228697215452838 0 0 1 49 2 1 1 NA NA NA NA
"601" NA NA NA 3 3 3 1 20 8 NA NA NA NA NA NA 100 NA NA 70 NA NA 70 NA NA 60 NA NA 100 NA NA 70 NA NA 85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA 2 1 NA NA 2 2 2 7 12 6 300 2 18 13 1944359 20069600 2503100 0.476936100792086 0.428780384692333 0.451878163989317 0.508101805716108 0.508060804602293 0.228697215452838 0 0 1 73 1 1 1 NA NA NA NA
"602" 1 3 1 15 15 15 5 40 30 21 28 NA NA 75 NA 50 50 0 85 85 70 0 60 0 50 60 70 30 0 15 100 100 100 30 50 15 6 5 4 3 2 2 6 6 6 5 5 5 3 3 2 5 5 5 5 5 5 5 5 3 4 4 13 12 11 300 5 23 13 1898039 20069600 2417287 0.549841705043995 0.373556602366969 0.451878163989317 0.508101805716108 0.574479571519642 0.177118811295473 0 0 1 28 1 1 1 1 1 3 NA
"603" NA NA NA 15 3 3 1 32 8 10 NA NA NA NA NA 35 NA NA 75 NA NA 55 NA NA 60 NA NA 30 NA NA 90 NA NA 0 NA NA 6 NA NA 3 NA NA 6 NA NA 5 NA NA 2 NA NA 5 NA NA NA 5 5 NA NA 4 2 2 9 12 15 300 5 27 13 1898039 20069600 2417287 0.549841705043995 0.373556602366969 0.451878163989317 0.508101805716108 0.574479571519642 0.177118811295473 0 0 1 28 1 1 1 NA NA NA 1
"604" 1 1 NA 9 9 11 5 32 30 NA 23 12 NA NA NA 50 0 0 85 100 60 70 100 60 0 60 0 15 30 15 100 100 85 0 15 0 6 6 6 2 2 2 6 6 6 6 6 6 1 2 4 5 5 5 5 5 5 5 5 2 2 2 7 17 21 120 2 38 13 1898039 20069600 2417287 0.549841705043995 0.373556602366969 0.451878163989317 0.508101805716108 0.574479571519642 0.177118811295473 0 0 1 58 1 1 1 1 1 1 1
"605" NA NA NA 11 7 7 5 24 24 54 64 62 NA NA NA 90 100 100 50 60 50 80 85 70 40 30 50 90 70 70 75 60 50 90 100 100 6 2 2 7 4 5 2 2 7 6 6 6 4 3 5 1 1 2 1 1 5 5 5 2 4 2 9 8 8 300 2 16 13 1898039 20069600 2417287 0.549841705043995 0.373556602366969 0.451878163989317 0.508101805716108 0.574479571519642 0.177118811295473 0 0 1 72 1 1 1 1 1 1 1
"606" NA NA NA 3 3 3 1 14 18 NA NA NA NA NA NA 80 90 NA 50 0 NA 50 90 NA NA 50 NA 75 90 50 10 0 NA 75 95 55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 3 2 2 2 4 1 NA 2 2 2 7 12 14 NA NA 26 13 1437602 20069600 1802723 0.633738684281185 0.268318352367345 0.451878163989317 0.508101805716108 0.548479716517735 0.187895200760183 0 0 1 NA 2 2 1 2 NA NA NA
"607" NA NA NA 11 11 15 5 32 32 81 74 NA NA NA NA 100 90 75 30 65 25 90 100 50 20 75 10 60 100 55 15 10 0 100 95 65 2 2 NA 2 2 NA 7 7 NA 7 6 NA 4 2 NA 1 3 1 1 1 5 5 5 2 4 4 12 12 17 123 2 29 13 1437602 20069600 1802723 0.633738684281185 0.268318352367345 0.451878163989317 0.508101805716108 0.548479716517735 0.187895200760183 0 0 1 55 1 2 1 1 2 1 1
"608" NA NA NA 9 3 3 1 17 8 NA NA NA NA NA NA 70 NA NA 50 NA NA 75 NA NA 70 NA NA 65 NA NA NA NA NA 80 NA NA 4 NA NA 3 NA NA NA NA NA 5 NA NA 3 NA NA 2 NA NA NA 2 5 NA NA 2 2 2 7 14 19 200 2 33 13 1061412 20069600 1303823 0.597932753728053 0.322988622702589 0.451878163989317 0.508101805716108 0.586136308379281 0.175332848093645 0 0 1 21 2 1 1 NA NA NA NA
"609" NA NA NA 7 3 3 1 12 8 NA NA NA NA NA NA 100 NA NA 40 NA NA NA NA NA NA NA NA 50 NA NA 55 NA NA 45 NA NA 2 NA NA 3 NA NA 2 NA NA 6 NA NA 2 NA NA 1 NA NA NA 1 5 NA NA 2 2 2 7 3 3 300 2 6 13 1061412 20069600 1303823 0.597932753728053 0.322988622702589 0.451878163989317 0.508101805716108 0.586136308379281 0.175332848093645 0 0 1 75 2 1 1 NA NA NA 1
"610" NA NA NA 3 3 3 1 15 15 NA NA NA NA NA NA 50 70 NA 50 50 NA 85 70 NA 70 50 NA 70 70 NA NA 60 NA 60 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA 2 2 4 9 12 15 200 2 27 13 1061412 20069600 1303823 0.597932753728053 0.322988622702589 0.451878163989317 0.508101805716108 0.586136308379281 0.175332848093645 0 0 1 23 1 1 1 2 NA NA NA
"611" NA NA NA 13 9 9 3 24 25 NA 44 NA NA NA NA 50 30 60 100 100 100 70 70 85 15 15 0 85 60 50 100 100 100 0 0 0 6 6 6 4 4 4 6 6 5 5 6 5 2 4 3 7 7 7 7 7 5 5 5 2 4 2 9 12 19 200 5 31 13 1061412 20069600 1303823 0.597932753728053 0.322988622702589 0.451878163989317 0.508101805716108 0.586136308379281 0.175332848093645 0 0 1 43 2 1 1 1 1 3 1
"612" NA NA NA 15 13 11 1 32 28 NA NA NA NA NA NA 85 85 85 50 50 50 70 60 70 50 50 50 100 85 100 50 50 50 70 60 60 4 4 4 1 2 1 7 7 7 7 7 7 4 3 4 3 2 3 NA 3 5 5 5 2 2 2 7 12 14 116 5 26 13 1061412 20069600 1303823 0.597932753728053 0.322988622702589 0.451878163989317 0.508101805716108 0.586136308379281 0.175332848093645 0 0 1 NA 2 2 1 NA NA NA 1
"613" NA NA NA 9 3 3 1 22 8 NA NA NA NA NA NA 70 NA NA 60 NA NA 60 NA NA 50 NA NA 70 NA NA NA NA NA NA NA NA 1 NA NA 2 NA NA NA NA NA 7 NA NA 4 NA NA 2 NA NA NA 2 5 NA NA 2 2 2 7 10 NA 121 2 NA 13 1061412 20069600 1303823 0.597932753728053 0.322988622702589 0.451878163989317 0.508101805716108 0.586136308379281 0.175332848093645 0 0 1 NA 2 2 1 NA NA NA NA
"614" NA NA NA 15 15 15 5 40 40 NA NA NA NA NA NA 100 100 40 0 0 75 85 100 55 85 95 0 70 25 40 50 55 75 100 100 100 7 1 4 4 4 4 1 7 5 5 7 6 1 1 2 1 1 2 6 1 4 5 NA 3 3 3 10 17 19 720 3 36 13 1061412 20069600 1303823 0.597932753728053 0.322988622702589 0.451878163989317 0.508101805716108 0.586136308379281 0.175332848093645 0 0 1 31 2 2 1 2 NA NA NA
"615" NA NA NA 5 3 3 1 13 8 35 NA NA NA NA NA 60 NA NA 50 NA NA 50 NA NA 50 NA NA 50 NA NA 25 NA NA 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 NA NA NA 4 NA NA NA 2 2 2 7 7 7 114 1 14 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 0 0 1 43 1 1 1 NA NA NA NA
"616" 1 1 1 5 5 11 3 28 28 NA NA NA NA NA NA 40 50 30 50 60 60 50 50 50 50 50 50 50 40 40 60 50 60 0 40 50 5 5 NA 4 3 NA 4 4 NA 5 4 NA 2 3 NA 5 6 6 6 5 5 1 5 2 2 2 7 12 19 200 1 31 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 1 0 0 28 1 1 1 1 1 3 1
"617" 1 1 NA 15 15 15 5 30 30 8 6 12 NA 57.8571428571429 46 40 15 0 70 85 85 70 15 15 60 60 50 0 0 0 85 85 85 0 15 30 6 6 6 2 2 3 7 6 6 6 6 6 3 1 2 7 6 7 7 7 5 5 5 4 3 4 13 17 8 200 3 25 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 0 0 1 63 1 1 1 1 1 3 1
"618" 1 1 1 15 15 15 5 22 31 32 23 39 NA NA NA 40 0 40 85 100 85 50 50 60 50 0 40 40 0 15 85 100 100 0 15 50 6 6 6 4 4 4 7 6 6 6 6 6 3 2 2 7 7 7 7 7 5 5 5 4 4 4 14 16 20 200 3 36 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 1 0 0 32 1 1 1 1 1 3 1
"619" NA NA NA 3 3 5 3 21 19 NA NA 58 NA NA NA NA 70 70 NA 70 70 50 60 60 NA NA 60 70 70 70 70 85 70 50 50 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 4 4 6 6 5 NA 5 2 2 2 7 12 19 114 2 31 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 0 0 1 51 2 1 1 2 NA NA NA
"620" NA NA NA 5 9 3 1 28 18 NA NA NA NA NA NA 70 85 NA 50 70 NA 85 70 NA 40 50 NA 85 85 NA 60 70 NA 85 70 NA 4 NA NA 5 NA NA 4 NA NA 5 NA NA 6 NA NA 2 6 NA NA 2 2 1 NA 3 3 2 9 14 NA 200 4 NA 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 0 0 1 30 2 1 1 NA NA NA NA
"621" NA NA NA 13 3 3 1 20 8 NA NA NA NA NA NA 0 NA NA 55 NA NA 10 NA NA 100 NA NA 0 NA NA 80 NA NA 0 NA NA 6 NA NA 1 NA NA 6 NA NA 5 NA NA 1 NA NA 5 NA NA NA 5 5 NA NA 2 2 2 7 16 11 116 5 27 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 0 0 1 27 2 1 1 NA NA NA NA
"622" NA NA NA 9 13 3 3 17 16 NA NA NA NA NA NA 30 15 30 85 85 65 50 50 60 70 50 75 70 50 30 85 85 60 30 0 20 6 5 6 2 2 3 NA 6 6 NA 6 6 NA 2 2 6 5 6 6 6 5 5 5 2 2 2 7 12 17 120 4 29 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 0 0 1 18 2 1 1 1 1 3 NA
"623" NA NA NA 15 3 3 1 16 8 NA NA NA NA NA NA 50 NA NA 50 NA NA 50 NA NA 50 NA NA 70 NA NA 50 NA NA 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 NA NA NA 4 5 NA NA 2 2 2 7 12 18 200 2 30 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 0 0 1 29 1 1 1 NA NA NA 1
"624" NA 5 1 15 13 15 3 34 19 70 63 70 NA NA NA 60 70 60 70 60 60 NA 60 70 NA 50 85 85 85 85 60 60 70 50 60 50 4 NA NA NA NA NA NA NA NA 4 NA NA 4 NA NA 7 5 5 5 7 5 5 5 3 3 4 12 12 14 110 2 26 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 0 0 1 63 2 1 1 1 2 2 1
"625" 3 1 1 5 9 13 5 15 12 69 52 NA NA NA NA 60 60 60 50 50 50 0 50 70 70 70 70 70 50 50 60 40 50 85 60 85 4 3 3 5 4 4 3 6 6 5 5 5 3 4 3 3 3 3 3 3 5 5 5 3 4 4 13 13 NA 200 2 NA 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 0 0 1 27 2 1 1 1 4 2 NA
"626" 1 1 3 15 7 11 5 27 24 NA NA NA NA NA 64 50 50 50 65 50 50 65 50 50 60 50 50 35 40 40 40 40 40 30 40 60 6 5 5 4 4 3 7 6 6 5 5 5 4 4 4 5 6 6 6 5 5 5 5 3 3 3 10 15 21 120 2 36 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 0 0 1 21 1 1 1 1 1 2 NA
"627" 1 3 3 5 5 5 3 17 12 48 NA 54 NA NA NA 40 60 60 60 70 70 40 60 40 50 60 50 60 60 60 70 70 70 50 50 70 5 4 4 3 4 4 6 5 5 6 5 5 3 3 3 6 6 6 6 6 5 5 5 3 3 2 9 13 17 200 2 30 13 276365 20069600 397658 0.33225625531453 0.579244839252438 0.451878163989317 0.508101805716108 0.19967660653124 0.591151190218731 0 0 1 25 1 1 1 1 1 3 1
